"scenario","variable","model","year","value","units"
"ssp119","CO2_concentration","hector 3.5.0",2214,331.720431247879,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2215,331.745212894022,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2216,331.765470599879,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2217,331.781481798182,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2218,331.793508111922,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2219,331.801796242571,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2220,331.806578807604,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2221,331.808075130337,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2222,331.806491984985,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2223,331.80202429957,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2224,331.794855819184,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2225,331.785159731939,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2226,331.773099259772,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2227,331.758828216152,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2228,331.742491532615,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2229,331.724225755917,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2230,331.704159517446,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2231,331.682413976563,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2232,331.659103239269,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2233,331.634334753638,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2234,331.608209683326,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2235,331.580823260376,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2236,331.55226511848,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2237,331.522619607812,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2238,331.491966092427,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2239,331.460379231244,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2240,331.42792924344,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2241,331.394682159236,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2242,331.360700056794,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2243,331.32604128601,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2244,331.290760679939,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2245,331.25490975455,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2246,331.21853689741,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2247,331.181687545926,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2248,331.144404355732,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2249,331.106727359751,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2250,331.068694118404,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2251,331.03033986156,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2252,330.991637765245,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2253,330.952545374863,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2254,330.913087292393,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2255,330.873301695345,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2256,330.833229173917,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2257,330.792908606299,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2258,330.752376222951,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2259,330.711665487147,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2260,330.670807273156,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2261,330.629830082473,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2262,330.588760248381,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2263,330.547622112938,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2264,330.506438179994,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2265,330.46522924914,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2266,330.424014535249,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2267,330.38281177693,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2268,330.341637336198,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2269,330.300506290882,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2270,330.259432520792,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2271,330.218428788323,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2272,330.177506814053,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2273,330.136677347643,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2274,330.095950234418,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2275,330.055454393607,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2276,330.01522330827,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2277,329.975252899987,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2278,329.935541281365,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2279,329.896087149827,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2280,329.856889299019,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2281,329.817946450229,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2282,329.77925720532,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2283,329.740820041113,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2284,329.70263331887,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2285,329.664695297875,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2286,329.627004149423,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2287,329.589557969884,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2288,329.552354792507,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2289,329.515392598002,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2290,329.478669323981,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2291,329.442182873398,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2292,329.405931122087,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2293,329.369911925538,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2294,329.334123124942,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2295,329.298562552635,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2296,329.263228036949,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2297,329.228117406569,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2298,329.193228494422,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2299,329.158559141146,"ppmv CO2"
"ssp119","CO2_concentration","hector 3.5.0",2300,329.124107198166,"ppmv CO2"
"ssp119","RF_tot","hector 3.5.0",1750,0,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1751,0.19155801005277,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1752,0.196560919878344,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1753,0.194620581296549,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1754,0.187942639586503,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1755,0.170162612592695,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1756,-0.0522580723794859,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1757,0.0703577807216258,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1758,0.152348414999139,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1759,0.1785361238604,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1760,0.182198647632166,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1761,0.190083019592538,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1762,-0.711189142786487,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1763,-0.43044380985797,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1764,-0.0170979967866252,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1765,0.116946137218225,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1766,-0.16291319926109,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1767,-0.214298060442771,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1768,0.0333621255369805,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1769,0.142187514260217,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1770,0.0469259213008211,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1771,0.109039601899357,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1772,0.177132255805245,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1773,0.199138386270188,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1774,0.194438832786037,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1775,0.205165855664126,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1776,0.210059326622723,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1777,0.20767885754925,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1778,0.204446454929938,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1779,0.209278663068034,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1780,0.201813009670782,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1781,0.208115747804584,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1782,0.209429606506476,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1783,-1.58060972412444,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1784,-3.45303802357431,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1785,-1.30406517001801,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1786,-0.466447549641373,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1787,-0.081548018085766,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1788,0.0920331357764419,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1789,0.163455386235167,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1790,0.186454641383623,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1791,0.204182981649518,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1792,0.212624704574643,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1793,0.214111895449171,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1794,0.202937740394403,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1795,0.211823717713264,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1796,0.087378610321589,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1797,-0.0133328284215588,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1798,0.085587392089806,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1799,0.170541180419956,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1800,0.197738879125878,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1801,0.215009573126327,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1802,0.218578409802148,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1803,0.227233190589902,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1804,0.235190695441999,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1805,0.22836244888551,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1806,0.235009886808399,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1807,0.234421976063691,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1808,0.226543394761936,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1809,-3.31792035783501,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1810,-2.26847808799813,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1811,-0.662795146779434,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1812,-0.0648296888858653,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1813,0.135436550611927,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1814,0.193173140611531,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1815,-3.29087644151731,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1816,-4.27789747196228,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1817,-1.47289490367214,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1818,-0.356813010020246,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1819,0.0320128906275909,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1820,0.158195786849952,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1821,0.106101962475622,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1822,0.114885535414382,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1823,-0.211038993441308,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1824,0.0367023889105764,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1825,0.172520335890368,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1826,0.230596292094187,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1827,0.248007846707815,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1828,0.245370478982854,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1829,0.255616214421911,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1830,0.256367768342643,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1831,-2.16142355655427,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1832,-1.41148571598234,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1833,-0.335921125783188,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1834,0.0535641600662979,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1835,-1.58161077542073,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1836,-0.988480143236185,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1837,-0.18471055595139,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1838,0.1093079888942,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1839,0.214590164208515,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1840,0.249194576270847,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1841,0.263371601316739,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1842,0.271958992193341,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1843,0.285033698179381,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1844,0.293527917384792,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1845,0.28905348289284,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1846,0.117448156873335,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1847,0.171296986324259,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1848,0.245962894554285,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1849,0.283047316108194,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1850,0.293716969107905,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1851,0.310835677422923,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1852,0.314787370566365,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1853,0.15266840128036,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1854,0.112445128281706,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1855,0.252086846510591,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1856,0.26402083428741,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1857,0.0979269649417147,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1858,0.230786204655538,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1859,0.300947770436901,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1860,0.324788843924215,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1861,0.272136688386542,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1862,-0.463175262344097,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1863,-0.0887027192352994,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1864,0.212803271018725,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1865,0.310167998076002,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1866,0.352026963972176,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1867,0.359384217023975,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1868,0.35862478908601,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1869,0.369229662482743,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1870,0.366584603455951,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1871,0.37726614614194,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1872,0.381576740719911,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1873,0.167528510904545,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1874,0.284491737490413,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1875,0.313036500344911,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1876,0.320709828921093,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1877,0.362371193270383,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1878,0.379108049040384,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1879,0.377422123573838,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1880,0.339647455951863,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1881,0.339116156118672,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1882,0.380538148690851,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1883,-0.124303789618023,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1884,-1.61576172188526,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1885,-0.445729774495302,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1886,0.115715249387537,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1887,0.170887266607179,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1888,0.317222508890989,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1889,0.377461583296951,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1890,0.253638848644623,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1891,0.090809060168282,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1892,0.277934644241837,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1893,0.38909146913337,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1894,0.385135904553046,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1895,0.389215389665443,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1896,0.392638483244618,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1897,0.385776060206414,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1898,0.384557889404164,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1899,0.367961299400511,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1900,0.366191401533805,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1901,0.370471631003592,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1902,0.270853176208683,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1903,-0.53331750524276,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1904,-0.094352282478996,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1905,0.240220946985103,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1906,0.337457678231925,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1907,0.200962908546177,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1908,0.284997016820797,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1909,0.351254984209349,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1910,0.340709473501575,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1911,0.358925802587916,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1912,-0.0808687265038777,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1913,-0.158276055888795,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1914,0.195053941607126,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1915,0.354495491893681,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1916,0.363625516557188,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1917,0.357322854724556,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1918,0.366927082011522,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1919,0.425524475392715,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1920,0.403289593898481,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1921,0.471995141016575,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1922,0.368922646071402,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1923,0.350378890959781,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1924,0.436314987155736,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1925,0.439592609117338,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1926,0.443377784559295,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1927,0.424249765912573,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1928,0.408060252894261,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1929,0.233129059080442,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1930,0.433034498115022,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1931,0.508413966794756,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1932,0.408446120575296,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1933,0.506677438724885,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1934,0.51112158852544,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1935,0.495266625689171,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1936,0.469977715388507,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1937,0.453338658173633,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1938,0.499426579191343,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1939,0.473404594482368,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1940,0.450123879953097,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1941,0.444336797968806,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1942,0.435280357063267,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1943,0.444957450811496,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1944,0.463059048432177,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1945,0.53205630880513,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1946,0.551507084504436,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1947,0.512824094972362,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1948,0.501554849054061,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1949,0.518469719459325,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1950,0.468552459763625,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1951,0.482143351281739,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1952,0.481104063518411,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1953,0.481435322333016,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1954,0.4989468226616,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1955,0.473821412887156,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1956,0.445291832322975,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1957,0.431077324375285,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1958,0.470359693850246,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1959,0.46510798187873,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1960,0.465044791477551,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1961,0.363542831154992,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1962,0.232931339235802,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1963,-0.519357136773369,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1964,-0.393919336106342,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1965,-0.0598465739504197,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1966,0.364334842804692,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1967,0.203381112749377,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1968,0.297836963865346,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1969,0.400781483472247,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1970,0.396282856397965,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1971,0.331062351178572,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1972,0.408239614781154,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1973,0.541369076091725,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1974,0.547044289418976,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1975,0.308610541985829,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1976,0.546346730449319,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1977,0.675930207734532,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1978,0.746085122090841,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1979,0.774303753423203,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1980,0.780583157085794,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1981,0.825436309514212,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1982,0.615751288081585,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1983,0.191205838664665,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1984,0.66553976633918,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1985,0.920114700805583,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1986,0.980820530663308,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1987,1.06105570045513,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1988,1.15899144403176,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1989,1.24399476474268,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1990,1.27771738190601,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1991,0.690029468708239,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1992,-0.423727687039103,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1993,0.474831343791219,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1994,1.19986713844307,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1995,1.46437052375259,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1996,1.57820217983493,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1997,1.50937179163583,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1998,1.57907786132098,"W/m2"
"ssp119","RF_tot","hector 3.5.0",1999,1.7446684551436,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2000,1.80113206116034,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2001,1.8256868059059,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2002,1.78627085123727,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2003,1.77257014440649,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2004,1.82271168298562,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2005,1.80704274227674,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2006,1.78874711697325,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2007,1.87092530439042,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2008,1.96229586650769,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2009,2.00515615625712,"W/m2"
"ssp119","RF_tot","hector 3.5.0",2010,2.06406832047906,"W/m2"
